"pm","pm.low","pm.high","max.lag","df.date","df.tmmx","df.rmax","cause","mobility"
"46.9116683687493","30.8051766482039","65.0014078642793","18","10","3","3","cases",0
"42.8638656616388","26.9683229933683","60.7494186786481","18","11","3","3","cases",0
"44.1601977612082","27.5846586092928","62.889197220746","18","12","3","3","cases",0
"52.6672488128284","36.7760619104234","70.4047370170836","19","3","1","1","cases",0
"81.8550730752027","63.7065151473967","102.015586083491","19","4","1","1","cases",0
"79.4265298066505","61.3646205112174","99.5101497246658","19","5","2","2","cases",0
"84.9985930433409","66.5288775326248","105.516784446654","19","6","2","2","cases",0
"66.1303378407157","48.5088907059013","85.8426725826565","19","7","2","2","cases",0
"55.0662317021799","37.3993279350146","75.0047585799465","19","8","2","2","cases",0
"53.8500926302536","36.2065603992275","73.7790818075151","19","9","3","3","cases",0
"52.4585156796402","35.2107911872556","71.906390008832","19","10","3","3","cases",0
"48.0344123768366","31.1050259672735","67.1498639054885","19","11","3","3","cases",0
"49.1564156728187","31.540640421965","69.1312758170797","19","12","3","3","cases",0
"48.2189663224377","32.3141843561714","66.0355772481262","20","3","1","1","cases",0
"79.9867978171482","61.4613957942841","100.637726616369","20","4","1","1","cases",0
"75.0201794061487","56.8171339041939","95.3362010689143","20","5","2","2","cases",0
"81.5649441082719","62.8520823397257","102.428046699887","20","6","2","2","cases",0
"63.2412434863545","45.4560410849225","83.2010783203797","20","7","2","2","cases",0
"51.0991937606733","33.3533958724767","71.2064863871806","20","8","2","2","cases",0
"49.8820727620929","32.0899982537833","70.0706793280458","20","9","3","3","cases",0
"48.9189625977126","31.4922596309609","68.655230987887","20","10","3","3","cases",0
"44.8629633035122","27.8006413987041","64.2032301825953","20","11","3","3","cases",0
"45.5363787855962","27.8610843500318","65.6550752537027","20","12","3","3","cases",0
"44.9811468892175","29.006011578952","62.9345229423582","21","3","1","1","cases",0
"78.7712353490008","59.8896418511839","99.8825828752158","21","4","1","1","cases",0
"72.3325454387333","53.912533178178","92.9570360784873","21","5","2","2","cases",0
"79.6888652222457","60.6693305560916","100.95987313264","21","6","2","2","cases",0
"61.9352672561338","43.9058061261372","82.2235772636603","21","7","2","2","cases",0
"48.8780558446385","30.9480351637545","69.2631392625457","21","8","2","2","cases",0
"46.8048734641801","28.8649945799998","67.2422440483214","21","9","3","3","cases",0
"46.1901925970978","28.5823986679786","66.2091595192712","21","10","3","3","cases",0
"42.5246777178929","25.3130693547351","62.1002810256492","21","11","3","3","cases",0
"42.9328705318911","25.1733085974269","63.2121552701875","21","12","3","3","cases",0
"-0.354587302495535","-4.82386219907447","4.32455551437001","0","3","1","1","deaths",0
"2.50165054423808","-1.8209366117152","7.01455077790851","0","4","1","1","deaths",0
"4.17288753973009","-0.103282384001646","8.63210280922502","0","5","2","2","deaths",0
"4.64576478132492","0.358764783055876","9.11589147535283","0","6","2","2","deaths",0
"4.49012160423066","0.182784284535176","8.98265196800196","0","7","2","2","deaths",0
"4.17457151240133","-0.139483163567433","8.67499682149759","0","8","2","2","deaths",0
"3.86546524102982","-0.451608972178574","8.3697562396621","0","9","3","3","deaths",0
"3.90312106976456","-0.410949085435364","8.40407121963331","0","10","3","3","deaths",0
"4.01117048589734","-0.285929956565156","8.49345113617375","0","11","3","3","deaths",0
"4.04709828689112","-0.217731676589206","8.49421288794299","0","12","3","3","deaths",0
"-0.0404954106621669","-5.69961582154916","5.95823807925868","1","3","1","1","deaths",0
"4.62204193098223","-1.1176962586483","10.6949498915323","1","4","1","1","deaths",0
"8.00729623635428","2.11723243189958","14.2370955662863","1","5","2","2","deaths",0
"9.03048265810735","3.05859008916258","15.3484259621162","1","6","2","2","deaths",0
"8.88371438377979","2.8629910901661","15.256839533436","1","7","2","2","deaths",0
"8.20459633141419","2.1941706590761","14.5685178688268","1","8","2","2","deaths",0
"7.94950048712804","1.90104441075252","14.3569697720471","1","9","3","3","deaths",0
"7.98531474715414","1.93571924966687","14.3939365599763","1","10","3","3","deaths",0
"8.13871213294919","2.09963223021625","14.5349969077757","1","11","3","3","deaths",0
"8.25558705882463","2.25718272814261","14.6058576697464","1","12","3","3","deaths",0
"1.22056221394533","-5.36764714317427","8.26743608930751","2","3","1","1","deaths",0
"6.97198551552509","0.11962525103526","14.2933331646224","2","4","1","1","deaths",0
"10.8462160344429","3.70883815662999","18.474797592445","2","5","2","2","deaths",0
"12.3793226840467","5.09220997438256","20.171725097451","2","6","2","2","deaths",0
"12.3596090644508","4.95918791255068","20.2818162011198","2","7","2","2","deaths",0
"11.2195350045953","3.8614708063285","19.0988811404805","2","8","2","2","deaths",0
"11.1722248030148","3.76243392894493","19.1111570890435","2","9","3","3","deaths",0
"11.258615508476","3.83774472061811","19.2098264284145","2","10","3","3","deaths",0
"11.5621156197452","4.13400358049532","19.5200915513884","2","11","3","3","deaths",0
"11.7489048947558","4.36470352699945","19.6555667112737","2","12","3","3","deaths",0
"2.4270822160154","-4.79041729156174","10.1917146660969","3","3","1","1","deaths",0
"9.54145176389356","1.92697946046723","17.7247645133584","3","4","1","1","deaths",0
"13.6804861962817","5.69928356461959","22.2643380919638","3","5","2","2","deaths",0
"15.7170342280773","7.51691982930682","24.542556016305","3","6","2","2","deaths",0
"15.9797629356316","7.57431567969031","25.0419798221859","3","7","2","2","deaths",0
"14.4233410767538","6.09073191275253","23.4104124565224","3","8","2","2","deaths",0
"14.7978358986753","6.38382826378068","23.8773161494315","3","9","3","3","deaths",0
"14.8396614970106","6.41412122118163","23.9323099359757","3","10","3","3","deaths",0
"15.2924420696928","6.84033172935521","24.4131966200297","3","11","3","3","deaths",0
"15.4370642246601","7.03999718897583","24.4928638523987","3","12","3","3","deaths",0
"5.63605291218789","-2.232560226548","14.1379553430496","4","3","1","1","deaths",0
"15.1540549617486","6.68641868124842","24.2937623930581","4","4","1","1","deaths",0
"20.2105379893652","11.2608920442268","29.8800789584576","4","5","2","2","deaths",0
"23.16558722566","13.8739946219335","33.2153309191086","4","6","2","2","deaths",0
"24.331672631926","14.6591097216988","34.820206235449","4","7","2","2","deaths",0
"22.3906150487779","12.7981166756974","32.79887194469","4","8","2","2","deaths",0
"22.8934761608507","13.2222812934189","33.3907629343576","4","9","3","3","deaths",0
"22.752703074842","13.080145687607","33.2526237966434","4","10","3","3","deaths",0
"23.3297873035662","13.6086110339563","33.8827778802498","4","11","3","3","deaths",0
"23.2898241671335","13.6463279897988","33.7516223535804","4","12","3","3","deaths",0
"5.95399728244401","-2.63323014862603","15.2985721644512","5","3","1","1","deaths",0
"18.173323792578","8.74968486949725","28.413562512331","5","4","1","1","deaths",0
"22.0723308001163","12.1423785320563","32.8815577307674","5","5","2","2","deaths",0
"25.8605985416807","15.4648794323515","37.1922816976653","5","6","2","2","deaths",0
"27.7491664102264","16.7697506903128","39.7609348485284","5","7","2","2","deaths",0
"25.3275821767575","14.4469043379924","37.2427060839053","5","8","2","2","deaths",0
"25.6921332750671","14.6571061107574","37.7892125759398","5","9","3","3","deaths",0
"25.3808954862391","14.3638985035224","37.45919086911","5","10","3","3","deaths",0
"26.137656297531","15.0445961378391","38.3003536921531","5","11","3","3","deaths",0
"25.9537874033838","14.957499947301","38.0019273951623","5","12","3","3","deaths",0
"13.6157029384615","2.90653979406155","25.4393353428606","6","3","1","1","deaths",0
"30.1820934256854","18.0871098597479","43.515896602282","6","4","1","1","deaths",0
"31.1536788046091","18.7072132070308","44.9051578186975","6","5","2","2","deaths",0
"36.0395949343108","22.9527593099657","50.5193660862505","6","6","2","2","deaths",0
"39.3647602447796","25.3587950397631","54.9355702719077","6","7","2","2","deaths",0
"36.1905609036084","22.3579095852835","51.5870035873046","6","8","2","2","deaths",0
"34.5352773343733","20.7309646432489","49.9179676143575","6","9","3","3","deaths",0
"34.0998401972519","20.3150029157019","49.4640460884835","6","10","3","3","deaths",0
"35.7304749476127","21.7218074405853","51.3513660113617","6","11","3","3","deaths",0
"35.181655790794","21.3548018981675","50.5839058406197","6","12","3","3","deaths",0
"17.4170495401486","5.31969323882533","30.9039468188588","7","3","1","1","deaths",0
"35.8236738421071","22.0449562147586","51.1579908595699","7","4","1","1","deaths",0
"34.3164638596886","20.4179722378714","49.8191019869804","7","5","2","2","deaths",0
"39.6245077762901","25.0370388196215","55.9138264614119","7","6","2","2","deaths",0
"43.9601297197828","28.216471069478","61.6369470791821","7","7","2","2","deaths",0
"40.3582920159195","24.8402152262405","57.8053202000988","7","8","2","2","deaths",0
"37.3044547104496","21.9008370396721","54.6545023082854","7","9","3","3","deaths",0
"36.6245198733383","21.2812550201229","53.9088577828712","7","10","3","3","deaths",0
"38.9360814973789","23.2331224097822","56.639987402559","7","11","3","3","deaths",0
"38.3496785852781","22.8537604747416","55.8001439327942","7","12","3","3","deaths",0
"21.7728060251638","8.39732189985878","36.7987329146503","8","3","1","1","deaths",0
"40.8053633619889","25.6618378912857","57.7738371824069","8","4","1","1","deaths",0
"36.0284282259707","21.0616910010801","52.8454883837941","8","5","2","2","deaths",0
"41.4959445479257","25.8394980617916","59.1003034172832","8","6","2","2","deaths",0
"46.7166409139667","29.6890147607689","65.979923286374","8","7","2","2","deaths",0
"42.7231768377277","25.9476498894994","61.7331107370791","8","8","2","2","deaths",0
"38.7460507001068","22.1720807704108","57.5684596962267","8","9","3","3","deaths",0
"37.9882629901929","21.4975780764774","56.7172039517144","8","10","3","3","deaths",0
"41.1297943553807","24.1065108067848","60.488105944746","8","11","3","3","deaths",0
"40.9935662741692","24.1087602588753","60.1755241873583","8","12","3","3","deaths",0
"29.0985631279722","14.3982735097447","45.6878542864315","9","3","1","1","deaths",0
"49.746775331434","33.093358564501","68.4839646697741","9","4","1","1","deaths",0
"42.9024706928683","26.5894809661429","61.3176385136442","9","5","2","2","deaths",0
"48.7260819069626","31.6894224727915","67.9667738232103","9","6","2","2","deaths",0
"55.2078409325809","36.5312375619928","76.4392846436727","9","7","2","2","deaths",0
"51.2842521130238","32.7549355515991","72.3998045142454","9","8","2","2","deaths",0
"46.9604206268194","28.7062498483299","67.8035468849607","9","9","3","3","deaths",0
"46.2865174410602","28.101253313093","67.0533631137112","9","10","3","3","deaths",0
"50.6652776297091","31.730348997419","72.3219140919613","9","11","3","3","deaths",0
"51.2686740418614","32.3532727640586","72.8873889440891","9","12","3","3","deaths",0
"32.9691291278469","17.0151477037075","51.0982949471406","10","3","1","1","deaths",0
"56.7881277820667","38.4539819804868","77.5500903749395","10","4","1","1","deaths",0
"47.513645936299","29.7876264209625","67.6606340487416","10","5","2","2","deaths",0
"53.8318413970805","35.3130097502325","74.885145717305","10","6","2","2","deaths",0
"61.4010868862456","40.9759453936069","84.7855020608554","10","7","2","2","deaths",0
"57.6167637179149","37.1717555504273","81.1090344744926","10","8","2","2","deaths",0
"52.0622163841359","32.1097011348739","75.028158061224","10","9","3","3","deaths",0
"51.5772024728007","31.6424542235934","74.5306895483468","10","10","3","3","deaths",0
"57.1427238886338","36.2099247309768","81.2924845227782","10","11","3","3","deaths",0
"58.2508251004774","37.2182719702391","82.5072075708217","10","12","3","3","deaths",0
"36.4855815574145","19.2424622712823","56.2221512223167","11","3","1","1","deaths",0
"65.0144600946614","44.7523607483863","88.112801059351","11","4","1","1","deaths",0
"53.1667722415568","33.8735049569251","75.2405012959465","11","5","2","2","deaths",0
"60.169370526868","39.9868491542582","83.2616950089613","11","6","2","2","deaths",0
"69.2405770658246","46.7963293045216","95.1164110252114","11","7","2","2","deaths",0
"66.1848591881522","43.4841280943186","92.4770899066398","11","8","2","2","deaths",0
"57.8016923166639","35.9255636666547","83.1986083138229","11","9","3","3","deaths",0
"57.4090166836526","35.5093946155647","82.847828400441","11","10","3","3","deaths",0
"64.0442809409016","40.9123500044517","90.973510189613","11","11","3","3","deaths",0
"65.6509879259846","42.277253019871","92.8646302794606","11","12","3","3","deaths",0
"42.5213833529224","23.7699751073392","64.1136688862936","12","3","1","1","deaths",0
"76.6616311740991","54.0550074120612","102.585637775576","12","4","1","1","deaths",0
"61.3749707340505","40.2056583690117","85.740586238504","12","5","2","2","deaths",0
"68.9107456813804","46.7719097964429","94.3889675225267","12","6","2","2","deaths",0
"79.9084735256474","55.0630806828417","108.73478524866","12","7","2","2","deaths",0
"77.3870100055172","52.1056943017683","106.870304646653","12","8","2","2","deaths",0
"66.5650868927963","42.4327817508749","94.7861147592475","12","9","3","3","deaths",0
"66.1542375490498","41.9813511300172","94.4426534596448","12","10","3","3","deaths",0
"73.7612899318068","48.1553906423053","103.792691901849","12","11","3","3","deaths",0
"76.054620572896","50.0488676794235","106.567566316376","12","12","3","3","deaths",0
"51.9231032538139","30.9327459932678","76.2785094529045","13","3","1","1","deaths",0
"92.8477732063071","66.8601725901735","122.882806923462","13","4","1","1","deaths",0
"73.553899228934","49.5798021069882","101.370475915075","13","5","2","2","deaths",0
"81.6188447406298","56.5837837714048","110.656582504585","13","6","2","2","deaths",0
"95.2797900764424","66.8790037723843","128.514046406418","13","7","2","2","deaths",0
"93.4820843438396","64.4149402359669","127.688048958993","13","8","2","2","deaths",0
"79.9446397229972","52.5472828155801","112.262537669614","13","9","3","3","deaths",0
"79.2758698543636","51.8535778340629","111.650182830459","13","10","3","3","deaths",0
"87.7063700385972","58.6626922698052","122.066579414599","13","11","3","3","deaths",0
"90.7811263660372","61.1444270385783","125.868426518903","13","12","3","3","deaths",0
"57.454835723739","34.6143351264557","84.1707665792072","14","3","1","1","deaths",0
"103.436892355175","74.602018613242","137.033738211273","14","4","1","1","deaths",0
